Title: Gale2013MORB-1

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5 Mg#
5000.00 1353.15 1.630035 4.058686 -19290.663083 0.588803 2.220157 3.484 55.002 6.2181 11.6595 1.14786 6.95695 5.13098 1.59538 8.81664 1.21617 0.944501 1.31193 29.0
5000.00 1348.15 1.410055 3.502985 -16763.736232 0.511217 1.917532 3.583 55.7132 6.00167 11.6875 1.08073 6.51737 5.33771 1.5269 8.66286 1.18677 0.968977 1.31634 29.5
5000.00 1343.15 1.157456 2.870480 -13935.138809 0.424518 1.569173 3.909 57.7341 5.54686 11.741 0.96691 5.77526 4.99696 1.40063 8.32232 1.22881 1.03997 1.24725 30.2
5000.00 1338.15 0.965253 2.388652 -11714.536589 0.356567 1.305571 4.129 59.0587 5.25051 11.7437 0.888031 5.2708 4.85913 1.31401 8.08621 1.22919 1.08607 1.21369 30.8
5000.00 1333.15 0.800605 1.976690 -9784.062629 0.297577 1.080530 4.331 60.236 4.99475 11.7271 0.820011 4.84119 4.73615 1.23872 7.87271 1.2208 1.12663 1.18598 31.3
5000.00 1328.15 0.657457 1.619417 -8084.323085 0.245706 0.885515 4.522 61.303 4.76811 11.6975 0.76033 4.46816 4.62332 1.17203 7.67562 1.20665 1.16294 1.16233 31.9
5000.00 1323.15 0.531570 1.306156 -6572.738021 0.199632 0.714561 4.702 62.2834 4.56356 11.6588 0.707316 4.13968 4.51789 1.11214 7.49116 1.18857 1.19582 1.14168 32.4
5000.00 1318.15 0.419836 1.029050 -5217.494900 0.158371 0.563303 4.875 63.1929 4.3765 11.6137 0.659782 3.84731 4.41811 1.05781 7.31688 1.16777 1.22585 1.12336 32.9
5000.00 1313.15 0.319900 0.782128 -3994.098459 0.121165 0.428442 5.043 64.0433 4.20373 11.5638 0.61685 3.58489 4.32285 1.00813 7.15106 1.14504 1.25345 1.10693 33.4
5000.00 1308.15 0.229934 0.560737 -2883.243409 0.087417 0.307411 5.205 64.8429 4.04293 11.5104 0.577844 3.34772 4.23131 0.9624 6.99248 1.12098 1.27897 1.09207 33.9
5000.00 1303.15 0.148481 0.361166 -1869.366863 0.056647 0.198175 5.363 65.5983 3.89236 11.4545 0.542229 3.13214 4.14292 0.920093 6.84026 1.09598 1.30265 1.07854 34.4
5000.00 1298.15 0.074365 0.180418 -939.793849 0.028463 0.099090 5.518 66.3147 3.7507 11.3968 0.509575 2.93524 4.05728 0.880774 6.69369 1.07034 1.32472 1.06618 34.8
5000.00 1293.15 0.006631 0.016045 -84.095122 0.002546 0.008821 5.670 66.9964 3.61687 11.3377 0.479528 2.75466 3.97406 0.844094 6.55223 1.04431 1.34534 1.05486 35.3
5000.00 1148.15 0.406487 0.762927 -5014.684397 0.139508 0.745120 -2.550 1.74773 0.24473 0.00706717 0.0138314 0.00826034 2.07607 1.06966 51.4417 7.45301e-006 0.00560982 43.3853 99.6
5000.00 1143.15 0.406244 0.759104 -5015.431860 0.139430 0.744709 -2.552 1.72681 0.239181 0.00674044 0.0132304 0.00782589 2.06918 1.04871 51.4717 6.56284e-006 0.00536343 43.4113 99.6
5000.00 1138.15 0.405801 0.754831 -5014.919789 0.139302 0.744088 -2.555 1.69433 0.229078 0.00652273 0.0128902 0.0075425 2.02441 1.03456 51.5268 6.22872e-006 0.00522964 43.4586 99.6
5000.00 1133.15 0.405360 0.750553 -5014.473503 0.139176 0.743475 -2.558 1.66212 0.219106 0.00632116 0.0125804 0.00728099 1.97796 1.02161 51.582 5.94534e-006 0.0051064 43.5059 99.6
5000.00 1128.15 0.404936 0.746305 -5014.195000 0.139054 0.742887 -2.560 1.63112 0.209631 0.00612711 0.0122806 0.00702992 1.93294 1.00931 51.6351 5.67137e-006 0.00498492 43.5515 99.6
5000.00 1123.15 0.404547 0.742125 -5014.271014 0.138943 0.742351 -2.563 1.60309 0.199952 0.00594543 0.0119688 0.00677739 1.89124 0.998894 51.6839 5.33757e-006 0.00486627 43.5934 99.6
5000.00 1118.15 0.404212 0.738055 -5014.905829 0.138849 0.741897 -2.565 1.57992 0.189289 0.00578211 0.0116219 0.00651157 1.85496 0.991743 51.7259 4.87743e-006 0.00475272 43.6295 99.6
5000.00 1113.15 0.403887 0.733996 -5015.631445 0.138757 0.741457 -2.566 1.55735 0.179173 0.00562468 0.0112917 0.0062593 1.81947 0.984796 51.7668 4.45486e-006 0.00464226 43.6646 99.6
5000.00 1108.15 0.403571 0.729947 -5016.444393 0.138668 0.741030 -2.568 1.53536 0.169574 0.00547282 0.0109772 0.00601976 1.78474 0.978051 51.8065 4.06692e-006 0.00453478 43.6988 99.7
5000.00 1103.15 0.403265 0.725908 -5017.341427 0.138581 0.740616 -2.570 1.51393 0.160465 0.00532623 0.0106776 0.00579219 1.75075 0.971505 51.8452 3.71089e-006 0.00443013 43.732 99.7
5000.00 1098.15 0.402967 0.721876 -5018.319510 0.138497 0.740214 -2.572 1.49304 0.151821 0.00518463 0.0103921 0.00557592 1.71746 0.965156 51.8828 3.38424e-006 0.00432821 43.7642 99.7
5000.00 1093.15 0.402678 0.717852 -5019.375794 0.138415 0.739823 -2.573 1.47268 0.143617 0.00504777 0.0101202 0.00537028 1.68487 0.959004 51.9194 3.08467e-006 0.00422889 43.7956 99.7
5000.00 1088.15 0.402397 0.713834 -5020.507613 0.138336 0.739445 -2.575 1.45283 0.135832 0.0049154 0.00986102 0.00517468 1.65293 0.953045 51.9551 2.81004e-006 0.00413208 43.8262 99.7
5000.00 1083.15 0.402125 0.709822 -5021.712465 0.138259 0.739077 -2.576 1.43348 0.128444 0.00478729 0.00961409 0.00498857 1.62165 0.94728 51.9898 2.55838e-006 0.00403768 43.856 99.7
5000.00 1078.15 0.401859 0.705813 -5022.988002 0.138184 0.738719 -2.578 1.41461 0.121433 0.00466325 0.0093788 0.00481141 1.59098 0.941706 52.0236 2.32786e-006 0.00394559 43.8849 99.7
5000.00 1073.15 0.401601 0.701809 -5024.332021 0.138111 0.738373 -2.579 1.39622 0.11478 0.00454307 0.00915463 0.00464272 1.56092 0.936323 52.0565 2.11681e-006 0.00385573 43.9131 99.7
5000.00 1068.15 0.401351 0.697807 -5025.742455 0.138041 0.738036 -2.581 1.37829 0.108467 0.00442658 0.00894107 0.00448205 1.53145 0.931131 52.0885 1.92367e-006 0.00376802 43.9405 99.7
5000.00 1063.15 0.401107 0.693807 -5027.217361 0.137972 0.737708 -2.582 1.36081 0.102478 0.00431359 0.00873768 0.00432897 1.50255 0.926128 52.1197 1.74701e-006 0.00368238 43.9672 99.7
5000.00 1058.15 0.400870 0.689809 -5028.754918 0.137905 0.737390 -2.583 1.34376 0.0967955 0.00420397 0.00854402 0.00418309 1.4742 0.921314 52.1501 1.58551e-006 0.00359873 43.9933 99.7
5000.00 1053.15 0.400639 0.685811 -5030.353413 0.137840 0.737082 -2.585 1.32715 0.091405 0.00409755 0.00835968 0.00404404 1.44639 0.916688 52.1798 1.43795e-006 0.00351701 44.0186 99.8
5000.00 1048.15 0.400414 0.681813 -5032.011243 0.137777 0.736782 -2.586 1.31096 0.0862922 0.00399419 0.0081843 0.00391145 1.41911 0.912251 52.2086 1.30319e-006 0.00343715 44.0432 99.8
5000.00 1043.15 0.400196 0.677815 -5033.726900 0.137716 0.736491 -2.587 1.29518 0.0814433 0.00389377 0.00801752 0.00378502 1.39234 0.908003 52.2367 1.1802e-006 0.00335909 44.0673 99.8
5000.00 1038.15 0.399984 0.673815 -5035.498974 0.137656 0.736208 -2.588 1.2798 0.0768454 0.00379616 0.00785901 0.00366442 1.36606 0.903943 52.2641 1.06802e-006 0.00328278 44.0907 99.8
5000.00 1033.15 0.399777 0.669814 -5037.326141 0.137598 0.735934 -2.589 1.26483 0.0724862 0.00370125 0.00770849 0.00354938 1.34027 0.900072 52.2908 9.65747e-007 0.00320815 44.1134 99.8
5000.00 1028.15 0.399577 0.665809 -5039.207166 0.137542 0.735667 -2.590 1.25024 0.0683539 0.00360892 0.00756565 0.00343962 1.31494 0.896391 52.3167 8.72578e-007 0.00313516 44.1356 99.8

clinopyroxene_1 thermodynamic data and composition:
Pressure Temperature mass S H V Cp structure formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
5000.00 1478.15 0.178101 0.426762 -2119.762741 0.053883 0.214071 cpx Na0.02Ca0.34Fe''0.45Mg1.07Fe'''0.04Ti0.01Al0.19Si1.88O6 51.0136 0.345728 4.39263 1.35482 14.5618 0 19.4085 8.70826 0.214583 0 0
5000.00 1473.15 2.188503 5.231515 -25936.884707 0.660688 2.624657 cpx Na0.02Ca0.34Fe''0.47Mg1.06Fe'''0.04Ti0.01Al0.19Si1.88O6 50.8918 0.362504 4.36514 1.38644 15.0647 0 19.1571 8.55546 0.216844 0 0
5000.00 1468.15 4.041112 9.636940 -47687.817296 1.217352 4.835752 cpx Na0.02Ca0.33Fe''0.48Mg1.05Fe'''0.04Ti0.01Al0.19Si1.88O6 50.7717 0.378533 4.33664 1.41649 15.5718 0 18.9104 8.3958 0.218567 0 0
5000.00 1463.15 5.755220 13.691580 -67623.188032 1.729991 6.871741 cpx Na0.02Ca0.33Fe''0.50Mg1.03Fe'''0.04Ti0.01Al0.19Si1.88O6 50.6538 0.393707 4.30691 1.44473 16.0818 0 18.6679 8.23135 0.219763 0 0
5000.00 1458.15 7.348481 17.439643 -85971.978638 2.204195 8.754859 cpx Na0.02Ca0.32Fe''0.52Mg1.02Fe'''0.04Ti0.01Al0.19Si1.88O6 50.5386 0.407894 4.27563 1.47085 16.5929 0 18.4296 8.06401 0.220439 0 0
5000.00 1453.15 8.836224 20.919437 -102933.963610 2.644825 10.504413 cpx Na0.02Ca0.32Fe''0.53Mg1.01Fe'''0.04Ti0.01Al0.19Si1.88O6 50.4271 0.420929 4.24244 1.49445 17.1031 0 18.1958 7.89553 0.220592 0 0
5000.00 1448.15 10.230991 24.162370 -118675.212075 3.055891 12.136292 cpx Na0.02Ca0.31Fe''0.55Mg1.00Fe'''0.04Ti0.01Al0.19Si1.88O6 50.3202 0.432614 4.20688 1.51502 17.6101 0 17.9673 7.72765 0.220211 0 0
5000.00 1443.15 11.542217 27.192293 -133325.327569 3.440466 13.662638 cpx Na0.02Ca0.30Fe''0.57Mg0.99Fe'''0.04Ti0.01Al0.18Si1.88O6 50.2194 0.442718 4.16839 1.53194 18.111 0 17.7451 7.56213 0.219278 0 0
5000.00 1438.15 12.776000 30.025054 -146975.825925 3.800628 15.091634 cpx Na0.02Ca0.30Fe''0.58Mg0.98Fe'''0.04Ti0.01Al0.18Si1.88O6 50.1261 0.450974 4.12636 1.54448 18.6027 0 17.5308 7.40082 0.217763 0 0
5000.00 1433.15 13.968903 32.747443 -160053.531692 4.147347 16.466848 cpx Na0.02Ca0.29Fe''0.60Mg0.97Fe'''0.04Ti0.01Al0.18Si1.88O6 50.039 0.458128 4.0802 1.55238 19.0908 0 17.3221 7.24186 0.215556 0 0
5000.00 1428.15 15.098100 35.307296 -172325.779429 4.474182 17.762611 cpx Na0.02Ca0.29Fe''0.62Mg0.96Fe'''0.04Ti0.01Al0.18Si1.88O6 49.9618 0.463384 4.02955 1.55425 19.5648 0 17.1247 7.08884 0.212636 0 0
5000.00 1423.15 16.143021 37.658400 -183592.842916 4.775439 18.956241 cpx Na0.02Ca0.28Fe''0.63Mg0.95Fe'''0.04Ti0.01Al0.18Si1.88O6 49.8979 0.466171 3.97448 1.54909 20.0147 0 16.9437 6.94496 0.209022 0 0
5000.00 1418.15 17.097875 39.789388 -193819.667388 5.049752 20.042366 cpx Na0.02Ca0.28Fe''0.65Mg0.95Fe'''0.04Ti0.01Al0.17Si1.89O6 49.8479 0.466647 3.91599 1.53677 20.4353 0 16.7819 6.81076 0.204759 0 0
5000.00 1413.15 17.959168 41.694444 -202994.296864 5.296390 21.018255 cpx Na0.01Ca0.27Fe''0.66Mg0.94Fe'''0.04Ti0.01Al0.17Si1.89O6 49.8109 0.46532 3.85608 1.51797 20.8227 0 16.6418 6.6852 0.199973 0 0
5000.00 1408.15 18.728358 43.379198 -211153.534322 5.515997 21.886713 cpx Na0.01Ca0.27Fe''0.67Mg0.93Fe'''0.04Ti0.01Al0.17Si1.89O6 49.785 0.462885 3.79712 1.49421 21.1758 0 16.524 6.5661 0.194871 0 0
5000.00 1403.15 19.411924 44.860494 -218381.729034 5.710605 22.655988 cpx Na0.01Ca0.26Fe''0.68Mg0.93Fe'''0.04Ti0.01Al0.17Si1.89O6 49.7679 0.459863 3.74058 1.46707 21.4962 0 16.4271 6.45154 0.189672 0 0
5000.00 1398.15 19.562322 45.102852 -219665.465045 5.748941 22.800942 cpx Na0.01Ca0.26Fe''0.69Mg0.92Fe'''0.04Ti0.01Al0.17Si1.89O6 49.7605 0.443424 3.68888 1.44044 21.7753 0 16.3092 6.39757 0.184627 0 0
5000.00 1393.15 19.540223 44.951490 -219148.986858 5.738032 22.750268 cpx Na0.01Ca0.26Fe''0.70Mg0.92Fe'''0.04Ti0.01Al0.16Si1.89O6 49.7717 0.423919 3.63821 1.41016 21.9908 0 16.2244 6.36086 0.18 0 0
5000.00 1388.15 19.535888 44.845361 -218925.412197 5.733341 22.725166 cpx Na0.01Ca0.26Fe''0.71Mg0.92Fe'''0.04Ti0.01Al0.16Si1.89O6 49.7971 0.405812 3.58427 1.37548 22.1669 0 16.1736 6.32123 0.17555 0 0
5000.00 1383.15 19.541943 44.765557 -218872.766411 5.732273 22.715008 cpx Na0.01Ca0.26Fe''0.71Mg0.92Fe'''0.04Ti0.01Al0.16Si1.90O6 49.8302 0.388845 3.52911 1.33881 22.3196 0 16.143 6.27915 0.171252 0 0
5000.00 1378.15 19.554871 44.702963 -218930.336493 5.733555 22.714579 cpx Na0.01Ca0.25Fe''0.72Mg0.92Fe'''0.04Ti0.01Al0.16Si1.90O6 49.8669 0.372894 3.4744 1.30169 22.4572 0 16.125 6.23477 0.167116 0 0
5000.00 1373.15 19.573401 44.654047 -219071.942626 5.736681 22.721766 cpx Na0.01Ca0.25Fe''0.72Mg0.92Fe'''0.04Ti0.01Al0.15Si1.90O6 49.905 0.357852 3.42092 1.26491 22.5847 0 16.1151 6.18838 0.16314 0 0
5000.00 1368.15 19.596469 44.615942 -219278.501115 5.741262 22.734934 cpx Na0.01Ca0.25Fe''0.72Mg0.92Fe'''0.04Ti0.01Al0.15Si1.90O6 49.9433 0.343601 3.36886 1.22881 22.7051 0 16.1106 6.14033 0.159312 0 0
5000.00 1363.15 19.624186 44.588616 -219546.683013 5.747281 22.753960 cpx Na0.01Ca0.25Fe''0.73Mg0.92Fe'''0.03Ti0.01Al0.15Si1.90O6 49.9814 0.330087 3.31838 1.19362 22.8203 0 16.1099 6.0908 0.155628 0 0
5000.00 1358.15 19.656154 44.570938 -219869.022477 5.754588 22.778210 cpx Na0.01Ca0.25Fe''0.73Mg0.92Fe'''0.03Ti0.01Al0.15Si1.91O6 50.0186 0.317245 3.26942 1.15941 22.9315 0 16.1118 6.04001 0.152076 0 0
5000.00 1353.15 19.691971 44.561819 -220238.969174 5.763046 22.807094 cpx Na0.01Ca0.24Fe''0.73Mg0.92Fe'''0.03Ti0.01Al0.14Si1.91O6 50.055 0.305022 3.22192 1.12619 23.0396 0 16.1155 5.98815 0.148648 0 0
5000.00 1348.15 19.731245 44.560230 -220650.709651 5.772524 22.840070 cpx Na0.01Ca0.24Fe''0.74Mg0.92Fe'''0.03Ti0.01Al0.14Si1.91O6 50.0903 0.29337 3.17575 1.09394 23.1455 0 16.1205 5.93539 0.145334 0 0
5000.00 1343.15 19.696272 44.389398 -220239.404211 5.760555 22.787772 cpx Na0.01Ca0.24Fe''0.74Mg0.92Fe'''0.03Ti0.01Al0.14Si1.91O6 50.1431 0.281978 3.10639 1.05027 23.2569 0 16.1363 5.88436 0.140701 0 0
5000.00 1338.15 19.710373 44.329988 -220375.897368 5.762814 22.792082 cpx Na0.01Ca0.24Fe''0.75Mg0.92Fe'''0.03Ti0.01Al0.14Si1.91O6 50.1861 0.271437 3.04945 1.01355 23.3632 0 16.1488 5.83064 0.136863 0 0
5000.00 1333.15 19.737131 44.298944 -220654.394899 5.768740 22.810982 cpx Na0.01Ca0.24Fe''0.75Mg0.92Fe'''0.03Ti0.01Al0.13Si1.92O6 50.2261 0.261513 2.99594 0.979052 23.4673 0 16.1611 5.77567 0.13327 0 0
5000.00 1328.15 19.772683 44.287368 -221031.460173 5.777202 22.839961 cpx Na0.01Ca0.23Fe''0.75Mg0.92Fe'''0.03Ti0.01Al0.13Si1.92O6 50.2636 0.252136 2.94542 0.946508 23.5696 0 16.1731 5.71976 0.129888 0 0
5000.00 1323.15 19.814482 44.289398 -221478.499751 5.787456 22.876049 cpx Na0.01Ca0.23Fe''0.76Mg0.92Fe'''0.03Ti0.01Al0.13Si1.92O6 50.2987 0.243251 2.89755 0.915701 23.6704 0 16.1847 5.66311 0.126692 0 0
5000.00 1318.15 19.860759 44.300960 -221975.650496 5.798985 22.917180 cpx Na0.01Ca0.23Fe''0.76Mg0.92Fe'''0.03Ti0.01Al0.13Si1.92O6 50.3316 0.234811 2.85206 0.886457 23.7696 0 16.1959 5.60591 0.123661 0 0
5000.00 1313.15 19.910238 44.319117 -222508.591237 5.811419 22.961864 cpx Na0.01Ca0.23Fe''0.76Mg0.92Fe'''0.02Ti0.01Al0.13Si1.92O6 50.3627 0.226779 2.8087 0.858626 23.8675 0 16.2066 5.5483 0.120778 0 0
5000.00 1308.15 19.961972 44.341695 -223066.717320 5.824480 23.008997 cpx Na0.01Ca0.22Fe''0.77Mg0.92Fe'''0.02Ti0.01Al0.12Si1.92O6 50.3919 0.219121 2.76729 0.832085 23.9642 0 16.2169 5.4904 0.11803 0 0
5000.00 1303.15 20.015246 44.367052 -223642.012511 5.837962 23.057744 cpx Na0.01Ca0.22Fe''0.77Mg0.92Fe'''0.02Ti0.01Al0.12Si1.93O6 50.4196 0.211807 2.72766 0.806726 24.0598 0 16.2267 5.43231 0.115404 0 0
5000.00 1298.15 20.069510 44.393933 -224228.338265 5.851706 23.107465 cpx Na0.01Ca0.22Fe''0.77Mg0.92Fe'''0.02Ti0.01Al0.12Si1.93O6 50.4457 0.204814 2.68964 0.782455 24.1543 0 16.236 5.37411 0.11289 0 0
5000.00 1293.15 20.124341 44.421368 -224820.947456 5.865588 23.157665 cpx Na0.01Ca0.22Fe''0.77Mg0.93Fe'''0.02Ti0.01Al0.12Si1.93O6 50.4704 0.198118 2.65313 0.759192 24.2479 0 16.2449 5.31588 0.110479 0 0
